ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
1812	akkadian	afterbirth, womb	šelītu	ʃeliːtu	ʃ e l iː t u		753	ʃ e - l - iː t u
4025	syriac	age, lifetime, generation	dārā	daːraː	d aː r aː		2024	d aː - r aː
2708	arabic	agiter les ailes (se dit d'un oiseau qui couve) (to wave wings (said of a brooding bird)	ǯff	gff	g f f		1099	g - f - f -
3918	arabic	agreement, concord	liˀm-	liʔm-	l i ʔ m		1985	l i ʔ - m
2666	arabic	aigle (eagle)	γaran-	ɣaran-	ɣ a r a n		1075	ɣ a r a - n -
3373	arabic	aile (d'un oiseau) (wing (of a bird)	miǯdāf-	migdaːf-	m i g d aː f		1651	m i g - d aː f
1752	arabic	aine; racine de fémur (elder; femur root)	ˀurbiyyat-	ʔurbijjat-	ʔ u r b i j j a t		730	ʔ u r - b i j j a t -
2605	arabic	alcoholic drink	sakar-	sakar-	s a k a r		1062	s a k a r -
2603	hebrew	alcoholic drink	šēkār	ʃeːkaːr	ʃ eː k aː r		1062	ʃ eː k aː r -
2601	ps	alcoholic drink	*šikar-	ʃikar-	ʃ i k a r		1062	ʃ i k a r -
966	arabic	alfa	ḥalaf-	ħalaf-	ħ a l a f		405	ħ a l - a f -
9	akkadian	all	kalû	kalû	k a l û		2	k a - l û
14	geez	all	kʷəll	kʷəll	kʷ ə l l		2	kʷ ə l l -
8	ps	all	*kal-/*kull-	kal-	k a l		2	k a - l -
10	ugaritic	all	kl	kl	k l		2	k - - l -
13	arabic	all, anyone	kull-	kull-	k u l l		2	k u l l -
12	syriac	all, every; so much	kul	kul	k u l		2	k u - l -
11	hebrew	all, the whole; everyone	kōl	koːl	k oː l		2	k oː - l -
1045	akkadian	almond tree, almond	šiḳdu	ʃiqˤdu	ʃ i qˤ d u		479	ʃ i qˤ - - d u
1047	hebrew	almond tree, almond	šāḳēd	ʃaːqˤeːd	ʃ aː qˤ eː d		479	ʃ aː qˤ - eː d -
1044	ps	almond tree, almond	*ṯaḳid-	θaqˤid-	θ a qˤ i d		479	θ a qˤ - i d -
1048	syriac	almond tree, almond	šegdtā	ʃegdtaː	ʃ e g d t aː		479	ʃ e g d - t aː
1046	ugaritic	almond tree, almond	ṯḳd	θqˤd	θ qˤ d		479	θ - qˤ - - d -
622	arabic	aloewood with which one fumigates	quṭr-	qutˤr-	q u tˤ r		204	q u tˤ r -
3460	arabic	amygdal	g(a)rāǯəm	graːgəm	g r aː g ə m		1694	g - r aː g ə m -
2602	akkadian	an alcoholic drink, beer	šikaru	ʃikaru	ʃ i k a r u		1062	ʃ i k a r u
3623	akkadian	an aquatic animal	kušû	kuʃû	k u ʃ û		1758	k u - ʃ û
3788	akkadian	an axe or hatchet	pāšu	paːʃu	p aː ʃ u		1865	p aː - ʃ - - u
945	akkadian	an illsmelling, thorny plant	daddaru	daddaru	d a d d a r u		400	d a d d a r u -
3645	akkadian	an insect, a disease	ḳūḳānu	qˤuːqˤaːnu	qˤ uː qˤ aː n u		1778	qˤ uː - qˤ aː n u
3499	akkadian	an insect; larva	šubabītu	ʃubabiːtu	ʃ u b a b iː t u		1711	ʃ u b a b iː t u
3433	hebrew	an unclean bird	šālāk	ʃaːlaːk	ʃ aː l aː k		1686	ʃ aː l aː k - - - -
3554	hebrew	an unclean species of bird frequenting ruins and the desert; a type of owl (?); scops owl or jackdaw	ḳāˀāt	qˤaːʔaːt	qˤ aː ʔ aː t		1732	qˤ aː ʔ - - - - aː t
1197	akkadian	ancestor, forefather	ḫammu	xammu	x a m m u		513	x a m m u -
4015	akkadian	animal pen (?)	dāru	daːru	d aː r u		2023	d aː - r - u
3285	akkadian	animals	umāmu	umaːmu	u m aː m u		1619	- u - m aː m u
3503	hebrew	animals of the desert	ṣī	sˤiː	sˤ iː		1713	sˤ iː - - - -
2061	ps	ankle	*ḳVrs/ṣVll-	qˤ-rs	qˤ r s		846	qˤ - r s - - - - - - -
2062	akkadian	ankle bone	kiṣallu	kisˤallu	k i sˤ a l l u		846	k i - sˤ a l l - - u -
2064	syriac	ankle bone; wrist	ḳurṣlā	qˤursˤlaː	qˤ u r sˤ l aː		846	qˤ u r sˤ - - l - - aː -
2063	hebrew	ankles	ḳarṣullayim	qˤarsˤullajim	qˤ a r sˤ u l l a j i m		846	qˤ a r sˤ u l l a j i m
3024	ugaritic	ano	šbr	ʃbr	ʃ b r		1495	ʃ - b - - r -
677	hebrew	another; later, following	ˀaḥēr	ʔaħeːr	ʔ a ħ eː r		290	ʔ a - ħ eː r -
3445	ps	ant	*šumšum-	ʃumʃum-	ʃ u m ʃ u m		1690	ʃ u m ʃ u m - - -
3621	geez	ant	kʷarāzi	kʷaraːzi	kʷ a r aː z i		1757	kʷ a r aː z i
3506	hebrew	antelope	təˀō	təʔoː	t ə ʔ oː		1714	t ə ʔ oː
854	arabic	antilope	ˀirāḫ-	ʔiraːx-	ʔ i r aː x		370	ʔ i r aː x - -
3527	ugaritic	antilope	zmr	zmr	z m r		1724	z - m - r
3037	arabic	anus	surm-	surm-	s u r m		1506	s u r - - m -
3050	geez	anus, buttocks	fandot, pl. fanādut	fandot	f a n d o t		1509	f a n - - d o t
1766	akkadian	anus, buttocks; rear	ḳinnatu	qˤinnatu	qˤ i n n a t u		735	qˤ i n n a t u
3036	syriac	anus, rectum	šurmā	ʃurmaː	ʃ u r m aː		1506	ʃ u r - - m aː
1137	geez	any animal or fowl	ˀǝgwǝl (ˁǝgwal, ˁǝgwl)	ʔǝgwǝl	ʔ ə g w ə l		499	ʔ ə - g w ə l - -
2148	ugaritic	any(thing), all (that)	mnm	mnm	m n m		867	m - n - m
2903	ugaritic	aperture	pṭr	ptˤr	p tˤ r		1330	p - tˤ - r -
1974	akkadian	aperture of the ear, ear; (faculty of) hearing	ḫasīsu	xasiːsu	x a s iː s u		817	x a s - iː s u
2872	syriac	appearance, form, front side	paˀtā, pattā	paʔtaː	p a ʔ t aː		1319	- - p a ʔ - t aː
2677	arabic	araignée (spider)	minanat-, manūnat-	minanat-	m i n a n a t		1078	m i n a n a t
3440	syriac	aranea (spider)	gəwāgay	gəwaːgaj	g ə w aː g a j		1688	g ə w aː g a j
2138	hebrew	arch, doorway, bow; skullcap	kippā	kippaː	k i p p aː		863	k i p p aː - -
1861	arabic	area between the jaw and the neck	nakfat-, nakafat-	nakfat-	n a k f a t		771	n a k f a - - t -
1754	akkadian	area between the thighs, groin	kappaltu	kappaltu	k a p p a l t u		731	k a p p a l t u
612	geez	area between the thighs, lap	gʷəyyā	gʷəjjaː	gʷ ə j j aː		199	gʷ ə - - - j j aː
3607	akkadian	arm (or hip)	ilṣu	ilsˤu	i l sˤ u		1752	- i l - sˤ u - - -
2028	akkadian	arm, hand	kappu	kappu	k a p p u		834	k a p p u
101	akkadian	arm; side; edge, border	idu	idu	i d u		23	- i d u
1703	akkadian	armpit	suḫātu	suxaːtu	s u x aː t u		714	s u x aː t u
1704	akkadian	armpit	šaḫātu	ʃaxaːtu	ʃ a x aː t u		714	ʃ a x aː t u
1705	hebrew	armpit	šäḥī, šēḥī	ʃæħiː	ʃ æ ħ iː		714	ʃ æ ħ iː - -
1702	ps	armpit	*šaḫ(a)y(-at)-	ʃaxj-	ʃ a x j		714	ʃ a x - j -
1706	syriac	armpit	šḥātā	ʃħaːtaː	ʃ ħ aː t aː		714	ʃ - ħ aː t aː
3097	akkadian	arrow	uṣṣu/ūṣu	usˤsˤu	u sˤ sˤ u		1559	- u sˤ sˤ u -
3099	hebrew	arrow	ḥeṣ	ħesˤ	ħ e sˤ		1559	ħ e - sˤ - -
3096	ps	arrow	*ḥVṯ̣ṯ̣-	ħ-θˤθˤ-	ħ θˤ θˤ		1559	ħ - θˤ θˤ - -
3098	ugaritic	arrow	ḥṯ̣	ħθˤ	ħ θˤ		1559	ħ - - θˤ - -
3101	geez	arrow,  dart	ḥaṣṣ	ħasˤsˤ	ħ a sˤ sˤ		1559	ħ a sˤ sˤ - -
3016	arabic	artery	šariyyān-, širyān-	ʃarijjaːn-	ʃ a r i j j aː n		1483	ʃ a - r i j j aː n -
596	syriac	artery, vein; stem, trunk	warrīḏā	warriːðaː	w a r r iː ð aː		192	w a - - r r iː - ð aː
1665	ps	articulation, joint, wrist	*kVm-	k-m-	k m		697	k - - - - - m -
2059	syriac	articulus	karsūˁā	karsuːʕaː	k a r s uː ʕ aː		845	k a r s uː - ʕ aː
3694	syriac	articulus	ḳəṭartā	qˤətˤartaː	qˤ ə tˤ a r t aː		1812	qˤ ə tˤ a r t aː
2952	hebrew	as far as, until, just before, during	ˁad	ʕad	ʕ a d		1386	ʕ a d - -
2964	geez	as, just as, even as, like; as if; such	kama	kama	k a m a		1389	k a m a
394	arabic	ashcolored	ˀawraq-	ʔawraq-	ʔ a w r a q		87	ʔ a w - r - - - a q -
17	ugaritic	assembly	pḫr	pxr	p x r		3	p - x - r -
3572	akkadian	at dusk	barāri	baraːri	b a r aː r i		1738	b a r aː r i
1346	akkadian	autumn	ḫarpū	xarpuː	x a r p uː		561	x a r - p - - uː
1348	hebrew	autumn	ḥōräp	ħoːræp	ħ oː r æ p		561	ħ oː r æ p - - -
1345	ps	autumn	*ḫVrp-	x-rp-	x r p		561	x - r - p - - -
1347	ugaritic	autumn(?)	ḫrpnt	xrpnt	x r p n t		561	x - r - p n t -
1349	arabic	autumn; year	ḫarīf-	xariːf-	x a r iː f		561	x a r iː f - - -
3787	ps	axe	*paˀš-	paʔʃ-	p a ʔ ʃ		1865	p a ʔ ʃ - - -
3789	syriac	axe	pwstˀ	pwstʔ	p w s t ʔ		1865	p - w s t ʔ -
3790	arabic	axe, adze	faˀs-	faʔs-	f a ʔ s		1865	f a ʔ s - - -
3304	arabic	baby animals and birds or small creatures	ḥaršaf-	ħarʃaf-	ħ a r ʃ a f		1628	ħ a r ʃ a f - -
606	hebrew	back	gaw, gēw	gaw	g a w		199	g a - w - - - -
1740	akkadian	back	ṣēru	sˤeːru	sˤ eː r u		726	sˤ eː - - r u
1743	arabic	back	ḏ̣ahr-	ðˤahr-	ðˤ a h r		726	ðˤ a h - r -
1739	ps	back	*ṯ̣ahr-	θˤahr-	θˤ a h r		726	θˤ a h - r -
1741	ugaritic	back	ṯ̣r	θˤr	θˤ r		726	θˤ - - - r -
1746	ugaritic	back	ksl	ksl	k s l		729	k - - s - l - -
1932	akkadian	back	erûtu	erûtu	e r û t u		793	- e r û t u
1931	ps	back	*ˀVrāw­, *wVrāˀ­	ʔ-raːw	ʔ r aː w		793	ʔ - r aː w -
3048	syriac	back of hand; upper part of sandal made from leather, shoe patch	pantā	pantaː	p a n t aː		1509	p a n - - t aː -
3456	ps	back of neck	*gar(i)d-	gard-	g a r d		1693	- - g a r - d
3601	arabic	back of the horse	ḥāl-	ħaːl-	ħ aː l		1750	- - ħ aː l - -
3760	syriac	back side of the cervical	ḳāp(ə)yā	qˤaːpjaː	qˤ aː p j aː		1851	qˤ aː p j aː
3365	geez	back, back part, tail, border	zabān	zabaːn	z a b aː n		1649	z a - - b aː n
3047	hebrew	back, breast, torso	bāmā, bomŏtē	baːmaː	b aː m aː		1509	b aː - m - - aː -
1767	arabic	back, loins, space between the hips	qaynat-	qajnat-	q a j n a t		735	q a j n a t -
3044	ps	back, podex	*p/ban/md(at)-	p	p		1509	p - - - - - - -
3046	ugaritic	back, rump, loin	bmt	bmt	b m t		1509	b - - m - t - -
3689	ps	back, side or front part of body (of a sheep?)	*ka/iska/is-, *kVsˀw-	ka	k a		1811	k a - - - - -
3176	ps	backside, lower leg, base, foundation	*ˀišd	ʔiʃd	ʔ i ʃ d		1588	ʔ i ʃ d -
1923	ugaritic	bad person	ršˁ	rʃʕ	r ʃ ʕ		791	r - ʃ - ʕ -
2726	ugaritic	bad, foulsmelling	bˀišt	bʔiʃt	b ʔ i ʃ t		1108	b - ʔ i ʃ - t
2650	geez	baked	ˀəfuy	ʔəfuj	ʔ ə f u j		1069	ʔ ə f u j
2649	arabic	baking tray	mīfaⁿ	miːfa	m iː f a		1069	m iː f a -
3987	hebrew	balances	mō(ˀ)zənayim	moːzənajim	m oː z ə n a j i m		2010	m oː - z ə n a j i m
2215	akkadian	bald	gubbuḫu	gubbuxu	g u b b u x u		942	g u b b - u x u -
2293	syriac	bald	grādā	graːdaː	g r aː d aː		967	g - r aː d aː
2218	syriac	bald on the forehead	gbāḥā	gbaːħaː	g b aː ħ aː		942	g - - b - aː ħ aː -
4089	akkadian	bandage	(h)ulāpu	ulaːpu	u l aː p u		2083	- u l aː p u
19	syriac	banquet	puḥrā	puħraː	p u ħ r aː		3	p u ħ - r aː
363	ps	bark	*ḳVlp-at-	qˤ-lp-at-	qˤ l p a t		78	qˤ - l - p a t -
367	syriac	bark, shell, scale, peel	ḳlāptā	qˤlaːptaː	qˤ l aː p t aː		78	qˤ - l aː p - t aː
1760	ugaritic	base, foot	št	ʃt	ʃ t		734	- - ʃ t - -
2737	hebrew	be ashamed	bwš	bwʃ	b w ʃ		1109	b - w ʃ - -
2735	ugaritic	be ashamed	bṯ	bθ	b θ		1109	b - θ - - -
3988	arabic	be heavy	wzn	wzn	w z n		2010	- - w z - n - - - -
3768	ps	be straight	*yšr	jʃr	j ʃ r		1853	j - ʃ - r -
3771	hebrew	be straight, smooth, right	yšr	jʃr	j ʃ r		1853	j - ʃ - r -
1494	akkadian	bear	ṣa-ba-ú	sˤa-ba-ú	sˤ a b a ú		622	sˤ a b a ú - -
1500	akkadian	bear	dabû	dabû	d a b û		623	d a - b û
1505	arabic	bear	dubb-	dubb-	d u b b		623	d u b b -
1506	geez	bear	dəbb	dəbb	d ə b b		623	d ə b b -
1502	hebrew	bear	dōb	doːb	d oː b		623	d oː - b -
1499	ps	bear	*dubb-	dubb-	d u b b		623	d u b b -
1504	syriac	bear	debbā	debbaː	d e b b aː		623	d e b b aː
1501	ugaritic	bear	db	db	d b		623	d - - b -
1996	arabic	beard	liḥyat-	liħjat-	l i ħ j a t		824	- - l - i ħ j a t
2021	akkadian	beard	ziḳnu	ziqˤnu	z i qˤ n u		833	z i qˤ - n u
2025	arabic	beard	ḏaqan-	ðaqan-	ð a q a n		833	ð a q a n -
2020	ps	beard	*ḏaḳan-	ðaqˤan-	ð a qˤ a n		833	ð a qˤ a n -
2024	syriac	beard	daḳnā	daqˤnaː	d a qˤ n aː		833	d a qˤ - n aː
2022	ugaritic	beard	dḳn	dqˤn	d qˤ n		833	d - qˤ - n -
2992	ps	because of, for the sake of	*ˀVSVm	ʔ---m	ʔ m		1431	- ʔ - - - m -
2994	geez	because, since, in that; that is, namely; indeed, in fact	ˀəsma	ʔəsma	ʔ ə s m a		1431	- ʔ ə s - m a
3198	geez	become old	balbala	balbala	b a l b a l a		1594	b a l b a l a
4061	akkadian	bed	eršu	erʃu	e r ʃ u		2051	- e r ʃ u
4060	ps	bed	*ˁarŝ-	ʕarɬ-	ʕ a r ɬ		2051	ʕ a r ɬ -
639	akkadian	bee	nūbtu	nuːbtu	n uː b t u		249	n uː - b t u
640	arabic	bee	nūb-	nuːb-	n uː b		249	n uː - b - -
641	geez	bee	nəhb	nəhb	n ə h b		249	n ə h b - -
638	ps	bee	*nūb(-at)-	nuːb-	n uː b		249	n uː - b - -
3312	arabic	bee; bees	naḥl-	naħl-	n a ħ l		1631	n a ħ - l
870	syriac	beeeater	warwārā	warwaːraː	w a r w aː r aː		373	w a r w aː r aː
3311	hebrew	beehive, also the bees of a hive; swarm	nāḥīl	naːħiːl	n aː ħ iː l		1631	n aː ħ iː l
725	geez	before, in front of	ḳədma	qˤədma	qˤ ə d m a		331	qˤ ə - d - m a
723	syriac	before; in the presence of	ḳdām	qˤdaːm	qˤ d aː m		331	qˤ - - d aː m -
3761	arabic	behind the neck, nape; back of the head, occiput	qafaⁿ	qafa	q a f a		1851	q a f a -
2801	syriac	being flat nosed	srāmūtā	sraːmuːtaː	s r aː m uː t aː		1208	- - s r aː m uː t aː
372	hebrew	belly	*kārēŝ	kaːreːɬ	k aː r eː ɬ		82	k aː r eː ɬ -
1736	hebrew	belly	ḥōmäš	ħoːmæʃ	ħ oː m æ ʃ		724	ħ oː m æ ʃ -
370	ps	belly, stomach	*kariŝ-	kariɬ-	k a r i ɬ		82	k a r i ɬ -
375	geez	belly, stomach, womb, abdomen; interior (of ship, ark, vessel)	karŝ	karɬ	k a r ɬ		82	k a r - ɬ -
373	syriac	belly, stomach; womb, uterus	karsā	karsaː	k a r s aː		82	k a r - s aː
2980	akkadian	besides, apart from	ela	ela	e l a		1420	- e - l a -
2979	ps	besides, apart from	*ˀilā/*ˀillā	ʔilaː	ʔ i l aː		1420	ʔ i - l aː -
2981	akkadian	besides, apart from, in addition to, beyond	elat/ellit	elat	e l a t		1420	- e - l a t
629	akkadian	bewegliche Habe (moveable property)	nuwātu	nuwaːtu	n u w aː t u		216	n u w aː t u
2142	arabic	bezel, collet	kiffat-	kiffat-	k i f f a t		863	k i f f a t -
1917	akkadian	big	rabû	rabû	r a b û		790	r a b - û
2349	geez	bile, gall, venom	ḥamot	ħamot	ħ a m o t		980	ħ a m o t -
1441	arabic	billy goat	tays-	tajs-	t a j s		604	t a j - s -
1439	hebrew	billy goat	tayiš	tajiʃ	t a j i ʃ		604	t a j i ʃ -
1437	ps	billy goat	*tayš-	tajʃ-	t a j ʃ		604	t a j - ʃ -
1445	arabic	billy goat	ˁatūd	ʕatuːd	ʕ a t uː d		605	ʕ a - t uː d -
1447	akkadian	billy goat	urīṣu	uriːsˤu	u r iː sˤ u		606	- u r iː sˤ u
2262	akkadian	binden, anbinden(?)	ḫarāšu	xaraːʃu	x a r aː ʃ u		961	x a - r aː ʃ u
464	arabic	bird	ṭayr-	tˤajr-	tˤ a j r		107	tˤ a - - - j - r -
461	ps	bird	*ṭayr-	tˤajr-	tˤ a j r		107	tˤ a - - - j - r -
1545	akkadian	bird	iṣṣūru	isˤsˤuːru	i sˤ sˤ uː r u		640	- i sˤ sˤ uː r u
1544	ps	bird	*ˁVṣṣūr-	ʕ-sˤsˤuːr-	ʕ sˤ sˤ uː r		640	ʕ - sˤ sˤ uː r -
1105	ps	bird of prey	*ˀay-	ʔaj-	ʔ a j		494	ʔ a - j - -
1226	ps	bird of prey	*ˁarw/y-, ˁawr-	ʕarw	ʕ a r w		528	ʕ a - - - r - w
3272	ps	bird of prey	*ˁVz-	ʕ-z-	ʕ z		1616	ʕ - z - - - -
3327	ps	bird of prey	*daˀy(-at)-	daʔj-	d a ʔ j		1639	d a ʔ - j - - -
3560	geez	bird of prey, falcon, hawk	gʷəzā, guzā	gʷəzaː	gʷ ə z aː		1734	gʷ ə z aː
868	akkadian	bird used for decoy	arru	arru	a r r u		373	- a r - - r u
3454	syriac	bird which hunts fish	ṣalṣūlā	sˤalsˤuːlaː	sˤ a l sˤ uː l aː		1692	sˤ a l sˤ uː l aː
463	syriac	bird, birds; insect; name of a star	ṭayrā	tˤajraː	tˤ a j r aː		107	tˤ a - - - j - r aː
3338	ugaritic	bird, wild bird (perhaps a raptor, esp. 'hawk, falcon')	nṣ	nsˤ	n sˤ		1641	n - sˤ - - - - -
1546	ugaritic	bird; domestic fowl, poultry	ˁṣr	ʕsˤr	ʕ sˤ r		640	ʕ - - sˤ - r -
4038	ps	birth-mark, mole	*ŝₓV̄m-at-	ɬₓ-m-at-	ɬₓ m a t		2036	ɬₓ - m a t
2430	ps	birth-mark, scar on the skin	*ḥumṣ-at-	ħumsˤ-at-	ħ u m sˤ a t		1008	ħ u m - - sˤ a t -
2556	ugaritic	bitter	mr	mr	m r		1048	m - r - - -
1107	hebrew	black kite	ˀayyā	ʔajjaː	ʔ a j j aː		494	ʔ a j j aː -
2428	akkadian	black mole (on the face and body); black spot (a disease of barley)	ḫalû	xalû	x a l û		1007	x a l û -
532	akkadian	black, dark	ṣalmu	sˤalmu	sˤ a l m u		145	sˤ a - l - m - - u -
537	geez	black, dark	ṣallim	sˤallim	sˤ a l l i m		145	sˤ a l l i m - - - -
2364	arabic	bladder	maṯānat-	maθaːnat-	m a θ aː n a t		984	m a θ - aː n a t - -
2367	geez	bladder	maŝyant	maɬjant	m a ɬ j a n t		984	m a ɬ j a n - t - -
3861	akkadian	bladder (of a bird, sheep or fish)	elibbuḫu	elibbuxu	e l i b b u x u		1912	e l i b b u x u -
3860	ps	bladder (of animals)	*li/abbuḫ-, *labīḫ-at-	li	l i		1912	- l i - - - - - -
2405	ps	blister, boil	*bVˁbVˁ-	b-ʕb-ʕ-	b ʕ b ʕ		1003	- - - b - ʕ - - b - ʕ - - - -
2407	hebrew	blisters, ulcers	ˀăbaˁbūˁōt	ʔăbaʕbuːʕoːt	ʔ ă b a ʕ b uː ʕ oː t		1003	ʔ ă - b a ʕ - - b uː ʕ - oː t -
31	akkadian	blood	damu	damu	d a m u		5	d a m u
35	arabic	blood	dam­-	dam-	d a m		5	d a m -
36	geez	blood	dam	dam	d a m		5	d a m -
33	hebrew	blood	dām	daːm	d aː m		5	d aː m -
30	ps	blood	*dam-, *ˀa-dam-	dam-	d a m		5	d a m -
34	syriac	blood	dmā	dmaː	d m aː		5	d - m aː
32	ugaritic	blood	dm	dm	d m		5	d - m -
607	hebrew	body, corpse	gəwiyyā	gəwijjaː	g ə w i j j aː		199	g ə - w i j j aː
3471	ps	body, corpse	*gi/uṯṯ(-at)-	gi	g i		1696	g i - - - -
1651	hebrew	body, flesh	šəˀēr	ʃəʔeːr	ʃ ə ʔ eː r		691	ʃ ə ʔ eː r -
2406	akkadian	boil, pustule	būbuˀtu, buˀbuˀtu, būbūtu, būbuttu	buːbuʔtu	b uː b u ʔ t u		1003	- - - b uː - - - b u ʔ - - t u
2659	hebrew	boil, seethe, grow ripe	bāšal	baːʃal	b aː ʃ a l		1071	b aː ʃ a l -
2247	geez	boil, swelling, tumor	ḥǝbaṭ	ħǝbatˤ	ħ ə b a tˤ		951	ħ ə b a tˤ -
211	akkadian	bone	eṣemtu	esˤemtu	e sˤ e m t u		44	- e sˤ e m t u
216	arabic	bone	ˁaḏ̣m-	ʕaðˤm-	ʕ a ðˤ m		44	ʕ a ðˤ - m - -
217	geez	bone	ˁaṣ̂m, ˁaṣm	ʕaɬˤm	ʕ a ɬˤ m		44	ʕ a ɬˤ - m - -
213	hebrew	bone	ˁäṣäm	ʕæsˤæm	ʕ æ sˤ æ m		44	ʕ æ sˤ æ m - -
210	ps	bone	*ˁaṯ̣m-	ʕaθˤm-	ʕ a θˤ m		44	ʕ a θˤ - m - -
215	syriac	bone	ṭm	tˤm	tˤ m		44	- - tˤ - m - -
212	ugaritic	bone	ˁṯ̣m	ʕθˤm	ʕ θˤ m		44	ʕ - θˤ - m - -
877	ps	bone of leg/arm; limb	*ˀi(-)bVr-at-	ʔib-r-at-	ʔ i b r a t		377	ʔ i b - r a t -
2826	arabic	bone that forms the eye socket	ǯubbat-	gubbat-	g u b b a t		1228	g u b b a t
1959	hebrew	bonemarrow	mōaḥ	moːaħ	m oː a ħ		804	m oː - a ħ -
2789	hebrew	boot	səˀōn	səʔoːn	s ə ʔ oː n		1193	s ə ʔ oː n -
2865	ps	border, side	*piˀ-at-	piʔ-at-	p i ʔ a t		1319	- - p i ʔ a t -
3480	syriac	bosom	ˁubbā	ʕubbaː	ʕ u b b aː		1703	ʕ u b - - b aː
3484	hebrew	bosom	ḥōb	ħoːb	ħ oː b		1705	ħ oː - b - -
3479	ps	bosom, chest; dewlap	*γa/ub(a)b-	ɣa	ɣ a		1703	ɣ a - - - - -
341	akkadian	both	kilallān	kilallaːn	k i l a l l aː n		69	k i l - a l l aː n
343	arabic	both	kilā	kilaː	k i l aː		69	k i l - - - - aː -
342	hebrew	both	kilˀayim	kilʔajim	k i l ʔ a j i m		69	k i l ʔ a - j i m
340	ps	both	*kilˀ-	kilʔ-	k i l ʔ		69	k i l ʔ - - - - -
1977	arabic	both arteries behind the ears	ḥasīs-	ħasiːs-	ħ a s iː s		817	ħ a s - iː s -
1204	hebrew	bottom of a vessel	ḳarḳārā	qˤarqˤaːraː	qˤ a r qˤ aː r aː		514	qˤ a r qˤ aː r aː
977	akkadian	boxthorn (lycium barbarum)	eṭṭettu	etˤtˤettu	e tˤ tˤ e t t u		409	- e tˤ tˤ e t t u
2185	hebrew	boy	yäläd	jælæd	j æ l æ d		901	j æ l æ d -
1961	arabic	brain	muḫḫ-	muxx-	m u x x		804	m u x - x -
2823	akkadian	brain(?)	gabbu	gabbu	g a b b u		1228	g a b b u -
1956	ps	brain, marrow	*muḫḫ-	muxx-	m u x x		804	m u x - x -
2319	arabic	braire (se dit de l’âne) (bray (of donkey)	nhq	nhq	n h q		973	n - h q - - -
1683	syriac	bran; husk, shell; scale of head, dandruff	partā	partaː	p a r t aː		705	p a r t aː
787	arabic	branch	ḫiṭr-	xitˤr-	x i tˤ r		351	x i tˤ - r -
4179	arabic	brave	ḏimr, ḏamīr	ðimr	ð i m r		2137	ð i m r -
2315	ugaritic	braying	nhḳt	nhqˤt	n h qˤ t		973	n - h qˤ - t -
3716	ugaritic	breach, opening	prṣ	prsˤ	p r sˤ		1828	p - r - sˤ -
75	akkadian	bread	akalu	akalu	a k a l u		17	- a k a l u
609	arabic	breast	ǯuˀǯuˀ-	guʔguʔ-	g u ʔ g u ʔ		199	g u ʔ g u - ʔ -
910	ugaritic	breast	ˀirt	ʔirt	ʔ i r t		389	ʔ i r - t -
1716	geez	breast	tallāˁ	tallaːʕ	t a l l aː ʕ		716	t a l l aː ʕ
1726	arabic	breast	dayd	dajd	d a j d		721	d a j d - - -
1725	hebrew	breast	dad, du. daddayim	dad	d a d		721	d a - d - - -
1722	ps	breast	*dVd-	d-d-	d d		721	d - - d - - -
1732	arabic	breast	zīza	ziːza	z iː z a		722	z iː z a
1727	ps	breast	*zīḏ-	ziːð-	z iː ð		722	z iː ð -
1729	ugaritic	breast	ḏd	ðd	ð d		722	ð - d -
1730	ugaritic	breast	zd	zd	z d		722	z - d -
1719	syriac	breast full of milk	ṣerˁā	sˤerʕaː	sˤ e r ʕ aː		717	sˤ e r - ʕ - aː
3611	ps	breast, stomach, entrails	*ḥVmm(-at)-	ħ-mm-	ħ m m		1753	ħ - m m - - - - -
1714	akkadian	breast, teat	tulû	tulû	t u l û		716	t u - l û -
3477	ps	breastbone; side of body	*g(ʷ)ann-	gann-	g a n n		1701	g a n - - n
1270	arabic	breath	nafas	nafas	n a f a s		540	- - n a - f a s - -
2912	akkadian	bristle, (animal) hair	zappu	zappu	z a p p u		1341	z a p - p u
2913	hebrew	bristles; eyebrows	zayip	zajip	z a j i p		1341	z a j i p -
1086	akkadian	brother	aḫu	axu	a x u		491	- a - x u
1090	arabic	brother	ˀaḫ-	ʔax-	ʔ a x		491	ʔ a - x -
1091	geez	brother	ˀəḫw	ʔəxw	ʔ ə x w		491	ʔ ə - x w
1088	hebrew	brother	ˀāḥ	ʔaːħ	ʔ aː ħ		491	ʔ aː - ħ -
1085	ps	brother	*ˀaḫ-	ʔax-	ʔ a x		491	ʔ a - x -
1089	syriac	brother	ˀaḥḥā	ʔaħħaː	ʔ a ħ ħ aː		491	ʔ a ħ ħ aː
1087	ugaritic	brother	ˀaḫ	ʔax	ʔ a x		491	ʔ a - x -
2870	hebrew	brow, forehead	pōt	poːt	p oː t		1319	- - p oː - - t -
1403	syriac	brute animal, a beast of burden; a herd of cattle; a beast of burden, packhorse	bəˁīrā	bəʕiːraː	b ə ʕ iː r aː		590	b ə ʕ iː r aː -
2815	hebrew	bubonic plague	däbär	dæbær	d æ b æ r		1224	d æ b æ r - -
857	akkadian	buck (of gazelle or mountain goat)	armu	armu	a r m u		371	- a r m u
1438	akkadian	buck, ram	daššu	daʃʃu	d a ʃ ʃ u		604	d a ʃ - ʃ u
