ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID	FORM	ALIGNMENT
238	PS	one	*ˀaḥad-	ʔ a ħ a d	(CDG 12, Kogan 2015: 34)	51	ʔaħad-	^ ʔ a ħ a d - $
239	Ugaritic	one	ˀaḥd	ʔ a ħ d	(DUL 32)	51	ʔaħd	^ ʔ a ħ d $
240	Hebrew	one	ˀäḥād	ʔ æ ħ aː d	(HALOT 29)	51	ʔæħaːd	^ ʔ æ ħ aː d $
241	Arabic	one	ˀaḥad-	ʔ a ħ a d	(Lane 26)	51	ʔaħad-	^ ʔ a ħ a d - $
242	Geez	one	ˀaḥadu	ʔ a ħ a d u	(CDG 12)	51	ʔaħadu	^ ʔ a ħ a d u $
243	PS	one (?)	*ˁašt-	ʕ a ʃ t	(Kogan 2015: 34)	52	ʕaʃt-	^ ʕ a ʃ t - $
244	Akkadian	one	ištēn	i ʃ t eː n	(CAD I 275, AHw. 400)	52	iʃteːn	^ i ʃ t eː n $
245	Ugaritic	one	ˁšt(y)	ʕ ʃ t	(DUL 190)	52	ʕʃt	^ ʕ ʃ t $
246	Hebrew	eleven	ˁaštē ˁāŝār/ˁäŝrē	ʕ a ʃ t eː	(HALOT 898)	52	ʕaʃteː	^ ʕ a ʃ t eː $
247	PS	seed	*ḏarˀ-, *ḏarˁ, *zarˁ-	ð a r ʔ	(CDG 642; Fronzaroli 1969: 9–10, 26, 33; Kogan 2011: 200)	53	ðarʔ-	^ ð a r ʔ - $
248	Akkadian	seed	zēru	z eː r u	(CAD Z 89, AHw. 1521)	53	zeːru	^ z eː r u $
249	Ugaritic	seed	drˁ, ḏrˁ	d r ʕ	(DUL 280)	53	drʕ	^ d r ʕ $
250	Hebrew	seed; offspring, descendants	zäraˁ	z æ r a ʕ	(HALOT 282)	53	zæraʕ	^ z æ r a ʕ $
251	Syriac	seed; sowing; offspring, family	zarˁā	z a r ʕ aː	(LSyr. 207, SL 400)	53	zarʕaː	^ z a r ʕ aː $
252	Syriac	seed	bar zarˁā	b a r	(LSyr. 92, SL 180)	53	bar	^ b a r $
253	Arabic	to sow	ḏrˀ	ð r ʔ	(Lane 957)	53	ðrʔ	^ ð r ʔ $
254	Arabic	to sow, to cast seed	zrˁ	z r ʕ	(Lane 1225)	53	zrʕ	^ z r ʕ $
255	Geez	seed, grain	zarˀ	z a r ʔ	(CDG 642)	53	zarʔ	^ z a r ʔ $
256	Geez	to sow, to seed	zarˀa	z a r ʔ a	(CDG 642)	53	zarʔa	^ z a r ʔ a $
257	PS	star	*kabkab-	k a b k a b	(CDG 280; Fronzaroli 1965a: 138, 144; Kogan 2011: 193; Kogan 2015: 35)	56	kabkab-	^ k a b k a b - $
258	Akkadian	star	kakkabu	k a k k a b u	(CAD K 45, AHw. 421)	56	kakkabu	^ k a k k a b u $
259	Ugaritic	star	kbkb	k b k b	(DUL 427)	56	kbkb	^ k b k b $
260	Hebrew	star	kōkāb	k oː k aː b	(HALOT 463)	56	koːkaːb	^ k oː k aː b $
261	Syriac	star; kind of collyrium	kawkbā	k a w k b aː	(LSyr. 320, SL 606)	56	kawkbaː	^ k a w k b aː $
262	Arabic	star	kawkab-	k a w k a b	(Lane 2623)	56	kawkab-	^ k a w k a b - $
263	Geez	star	kokab	k o k a b	(CDG 280)	56	kokab	^ k o k a b $
264	PS	sun	*ŝamš-	ɬ a m ʃ	(HALOT 1589; Fronzaroli 1965a: 137, 144, 149; Kogan 2011: 192–193; Kogan 2015: 35)	57	ɬamʃ-	^ ɬ a m ʃ - $
265	Akkadian	sun	šamšu	ʃ a m ʃ u	(CAD Š₁ 335, AHw. 1158)	57	ʃamʃu	^ ʃ a m ʃ u $
266	Ugaritic	sun	špš	ʃ p ʃ	(DUL 836)	57	ʃpʃ	^ ʃ p ʃ $
267	Hebrew	sun	šämäš	ʃ æ m æ ʃ	(HALOT 1589)	57	ʃæmæʃ	^ ʃ æ m æ ʃ $
268	Syriac	sun; type of lizard; gold	šemšā	ʃ e m ʃ aː	(LSyr. 788, SL 1576)	57	ʃemʃaː	^ ʃ e m ʃ aː $
269	Arabic	sun	šams-	ʃ a m s	(Lane 1597)	57	ʃams-	^ ʃ a m s - $
270	PS	tail	*ḏanab-	ð a n a b	(SED I No. 64)	58	ðanab-	^ ð a n a b - $
271	Akkadian	tail, rear part	zibbatu	z i b b a t u	(CAD Z 100, AHw. 1523)	58	zibbatu	^ z i b b a t u $
272	Ugaritic	tail	ḏnb	ð n b	(DUL 288)	58	ðnb	^ ð n b $
273	Hebrew	tail	zānāb	z aː n aː b	(HALOT 274)	58	zaːnaːb	^ z aː n aː b $
274	Syriac	tail; farthest part	dunbā	d u n b aː	(LSyr. 159, SL 284)	58	dunbaː	^ d u n b aː $
275	Arabic	tail	ḏanab­-	ð a n a b	(Lane 980, BK 1 784)	58	ðanab-	^ ð a n a b - $
276	Geez	tail, anus	zanab	z a n a b	(CDG 640)	58	zanab	^ z a n a b $
277	PS	this, that; the one who/which/that	*ḏV	ð	(CDG 629, Kogan 2009:71, Kogan 2015:35)	59	ð-	^ ð - $
278	Ugaritic	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, masc. sg.)	d	d	(DUL 254)	59	d	^ d $
279	Ugaritic	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, fem. sg.)	dt	d t	(DUL 254)	59	dt	^ d t $
280	Ugaritic	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, pl.)	dt	d t	(DUL 254)	59	dt	^ d t $
281	Hebrew	that (man) there	hallāzǟ	h a l l aː z æː	(HALOT 246)	59	hallaːzæː	^ h a l l aː z æː $
282	Hebrew	this	zǟ	z æː	(HALOT 263)	59	zæː	^ z æː $
283	Arabic	who, which (relative pronoun, masc. sg.)	ˀallaḏī	ʔ a l l a ð iː	(BK I 57)	59	ʔallaðiː	^ ʔ a l l a ð iː $
284	Arabic	that	ḏāka	ð aː k a	(Lane 947)	59	ðaːka	^ ð aː k a $
285	Arabic	that	ḏālika	ð aː l i k a	(Lane 947)	59	ðaːlika	^ ð aː l i k a $
286	Arabic	that	ḏānika	ð aː n i k a	(Lane 947)	59	ðaːnika	^ ð aː n i k a $
287	Arabic	this (masc.)	hāḏā	h aː ð aː	(Lane 947)	59	haːðaː	^ h aː ð aː $
288	Arabic	this (fem.)	hāḏī	h aː ð iː	(Lane 947)	59	haːðiː	^ h aː ð iː $
289	Geez	this (fem.)	zā	z aː	(CDG 629)	59	zaː	^ z aː $
290	Geez	who, that, which (relative pronoun, masc. sg.)	za	z a	(CDG 629)	59	za	^ z a $
291	Geez	this (masc.)	zə	z ə	(CDG 629)	59	zə	^ z ə $
292	Geez	that (masc.)	zəkku	z ə k k u	(CDG 635)	59	zəkku	^ z ə k k u $
293	Geez	that (masc.)	zəktu/zəkʷtu	z ə k t u	(CDG 636)	59	zəktu	^ z ə k t u $
294	Geez	this, this one (masc.)	zəntu	z ə n t u	(CDG 641)	59	zəntu	^ z ə n t u $
295	Geez	this (fem.)	zātti	z aː t t i	(CDG 645)	59	zaːtti	^ z aː t t i $
296	PS	(deictic element)	*hanni-	h a n n i	(Tropper 2001a:17, Kogan 2015: 35)	60	hanni-	^ h a n n i - $
297	Akkadian	this	annû	a n n û	(CAD A₂ 136, AHw. 53)	60	annû	^ a n n û $
298	Ugaritic	this	hnd	h n d	(DUL 344)	60	hnd	^ h n d $
299	Syriac	this	hānnā	h aː n n aː	(LSyr. 178, SL 346)	60	haːnnaː	^ h aː n n aː $
300	PS	thou (masc. sg.)	*ˀantā̆	ʔ a n t a	(CDG 32, Kogan 2009:66, Kogan 2015: 35)	61	ʔanta	^ ʔ a n t a $
301	Akkadian	you	atta	a t t a	(CAD A₂ 502, AHw. 87)	61	atta	^ a t t a $
302	Ugaritic	thou	ˀat	ʔ a t	(DUL 120)	61	ʔat	^ ʔ a t $
303	Hebrew	you (masc. sing.)	ˀattā	ʔ a t t aː	(HALOT 102)	61	ʔattaː	^ ʔ a t t aː $
304	Syriac	you (sg.)	ˀat	ʔ a t	(LSyr. 31, SL 66)	61	ʔat	^ ʔ a t $
305	Arabic	thou (masc.)	ˀanta	ʔ a n t a	(Lane 104)	61	ʔanta	^ ʔ a n t a $
306	Geez	you	ˀanta	ʔ a n t a	(CDG 32)	61	ʔanta	^ ʔ a n t a $
307	PS	tongue	*liš(š)ān-	l i ʃ aː n	(SED I No. 181)	62	liʃaːn-	^ l i ʃ aː n - $
308	Akkadian	tongue, language	lišānu	l i ʃ aː n u	(CAD L 209, AHw. 556)	62	liʃaːnu	^ l i ʃ aː n u $
309	Ugaritic	tongue	lšn	l ʃ n	(DUL 506)	62	lʃn	^ l ʃ n $
310	Hebrew	tongue, language	lāšōn	l aː ʃ oː n	(HALOT 536)	62	laːʃoːn	^ l aː ʃ oː n $
311	Syriac	tongue, language, spit of land	leššānā	l e ʃ ʃ aː n aː	(LSyr. 371, SL 698)	62	leʃʃaːnaː	^ l e ʃ ʃ aː n aː $
312	Arabic	tongue	lisān-	l i s aː n	(Lane 3010)	62	lisaːn-	^ l i s aː n - $
313	Geez	tongue, language	lǝssān	l ə s s aː n	(CDG 318)	62	lǝssaːn	^ l ǝ s s aː n $
314	PS	to lick	*lḥš	l ħ ʃ	(CDG 311)	63	lħʃ	^ l ħ ʃ $
315	Akkadian	to taste, to lick	lâšu	l â ʃ u	(CAD L 111, AHw. 540)	63	lâʃu	^ l â ʃ u $
316	Arabic	to lick	lḥs	l ħ s	(Lane 2654)	63	lħs	^ l ħ s $
317	PS	tooth	*šinn-	ʃ i n n	(SED I No. 249)	64	ʃinn-	^ ʃ i n n - $
318	Akkadian	tooth	šinnu	ʃ i n n u	(CAD Š₃ 48, AHw. 1243)	64	ʃinnu	^ ʃ i n n u $
319	Ugaritic	tooth	šn	ʃ n	(DUL 832)	64	ʃn	^ ʃ n $
320	Hebrew	tooth	šēn	ʃ eː n	(HALOT 1593)	64	ʃeːn	^ ʃ eː n $
321	Syriac	tooth	šennā	ʃ e n n aː	(LSyr. 789, SL 1577)	64	ʃennaː	^ ʃ e n n aː $
322	Arabic	tooth	sinn-	s i n n	(Lane 1437, BK 1 1147)	64	sinn-	^ s i n n - $
323	Geez	tooth	sənn	s ə n n	(CDG 504)	64	sənn	^ s ə n n $
324	PS	molar tooth	*ṣ̂irš-	ɬˤ i r ʃ	(SED I No. 275, Appleyard 1977:17)	65	ɬˤirʃ-	^ ɬˤ i r ʃ - $
325	Akkadian	protuberance	ṣiršu	sˤ i r ʃ u	(CAD Ṣ 209, AHw. 1093)	65	sˤirʃu	^ sˤ i r ʃ u $
326	Akkadian	to grow shoots, branches	ṣurrušu	sˤ u r r u ʃ u	(CAD Ṣ 260, AHw. 1115)	65	sˤurruʃu	^ sˤ u r r u ʃ u $
327	Syriac	molar tooth	ˁaršā	ʕ a r ʃ aː	(LSyr. 551, SL 1144)	65	ʕarʃaː	^ ʕ a r ʃ aː $
328	Arabic	tooth; molar	ḍirs-	dˤ i r s	(Lane 1785)	65	dˤirs-	^ dˤ i r s - $
329	Geez	molar tooth	ṣ̂ərs	ɬˤ ə r s	(CDG 153, LLA 1328)	65	ɬˤərs	^ ɬˤ ə r s $
330	PS	canine tooth	*nayab-	n a y a b	(SED I No. 203)	66	nayab-	^ n a y a b - $
331	Akkadian	floating rib or cartilage at the tip of the rib	nayabtu	n a y a b t u	(CAD N₁ 151, AHw. 717)	66	nayabtu	^ n a y a b t u $
332	PS	two	*ṯin-ā	θ i n aː	(HALOT 1605, Kogan 2015:36)	67	θin-aː	^ θ i n - aː $
333	Akkadian	two	šina	ʃ i n a	(CAD Š₃ 32, AHw. 1241)	67	ʃina	^ ʃ i n a $
334	Ugaritic	two	ṯn	θ n	(DUL 186)	67	θn	^ θ n $
335	Hebrew	two	šənayim	ʃ ə n a y i m	(HALOT 1605)	67	ʃənayim	^ ʃ ə n a y i m $
336	Syriac	two	tren	t r e n	(LSyr. 834, SL 1666)	67	tren	^ t r e n $
337	Arabic	two	ˀiṯnāⁿ	ʔ i θ n aː	(Lane 359)	67	ʔiθnaː	^ ʔ i θ n aː $
338	Geez	the next day	sānəy	s aː n ə y	(CDG 509)	67	saːnəy	^ s aː n ə y $
339	PS	both	*kilˀ-	k i l ʔ	(CDG 282)	69	kilʔ-	^ k i l ʔ - $
340	Akkadian	both	kilallān	k i l a l l aː n	(CAD K 353, AHw. 475)	69	kilallaːn	^ k i l a l l aː n $
341	Hebrew	both	kilˀayim	k i l ʔ a y i m	(HALOT 475)	69	kilʔayim	^ k i l ʔ a y i m $
342	Arabic	both	kilā	k i l aː	(WKAS K 286)	69	kilaː	^ k i l aː $
343	PS	- water	*mā̆y	m a y	(CDG 376, Fronzaroli 1965a: 140, 146; Kogan 2011: 191; Kogan 2015: 36)	71	may	^ m a y $
344	Akkadian	water	mû	m û	(CAD M₂ 149, AHw. 664)	71	mû	^ m û $
345	Ugaritic	water	my	m y	(DUL 535)	71	my	^ m y $
346	Hebrew	water	mayim	m a y i m	(HALOT 576)	71	mayim	^ m a y i m $
347	Syriac	water; mail semen, menstrual fluid; urine	mayyā	m a y y aː	(LSyr. 383, SL 750)	71	mayyaː	^ m a y y aː $
348	Arabic	water	māˀ-, māh-	m aː ʔ	(Lane 3025)	71	maːʔ-	^ m aː ʔ - $
349	Geez	water	māy	m aː y	(CDG 376)	71	maːy	^ m aː y $
350	PS	we	*niḥnū̆/niḥnā̆	n i ħ n u	(Kogan 2009:67, CDG 395)	72	niħnu	^ n i ħ n u $
351	Akkadian	we	nīnu	n iː n u	(CAD N₂ 239, AHw. 791)	72	niːnu	^ n iː n u $
352	Hebrew	we	ˀănaḥnū	ʔ ă n a ħ n uː	(HALOT 71)	72	ʔănaħnuː	^ ʔ ă n a ħ n uː $
353	Syriac	we	ḥnan	ħ n a n	(LSyr. 242, SL 472)	72	ħnan	^ ħ n a n $
354	Arabic	we	ˀiḥnā	ʔ i ħ n aː	(BK I 19)	72	ʔiħnaː	^ ʔ i ħ n aː $
355	Arabic	we	naḥnu	n a ħ n u	(BK II 1217)	72	naħnu	^ n a ħ n u $
356	Geez	we	nəḥna	n ə ħ n a	(CDG 395)	72	nəħna	^ n ə ħ n a $
357	PS	who?	*mann-	m a n n	(CDG 348, Kogan 2009:72)	75	mann-	^ m a n n - $
358	Akkadian	who	mannu	m a n n u	(CAD M₁ 213, AHw. 603)	75	mannu	^ m a n n u $
359	Syriac	who?	man	m a n	(LSyr. 393, SL 778)	75	man	^ m a n $
360	Arabic	who?	man	m a n	(BK II 1154, Lane 3024)	75	man	^ m a n $
361	Geez	who	mannu	m a n n u	(CDG 348)	75	mannu	^ m a n n u $
362	PS	bark	*ḳVlp-at-	qˤ l p a t	(Kogan 2015:37)	78	qˤ-lp-at-	^ qˤ - l p - a t - $
363	Akkadian	skin, peel (of a fruit)	ḳilpu	qˤ i l p u	(CAD ḳ 251, AHw 921)	78	qˤilpu	^ qˤ i l p u $
364	Akkadian	scale, scaly skin, tortoise shell; husk, rind, bark, peel	ḳuliptu	qˤ u l i p t u	(CAD Q 296, AHw. 926)	78	qˤuliptu	^ qˤ u l i p t u $
365	Syriac	cortex, squama, putamen	ḳəlāpətā	qˤ ə l aː p ə t aː	(LSyr. 670)	78	qˤəlaːpətaː	^ qˤ ə l aː p ə t aː $
366	Syriac	bark, shell, scale, peel	ḳlāptā	qˤ l aː p t aː	(LSyr. 670, SL 1375)	78	qˤlaːptaː	^ qˤ l aː p t aː $
367	Arabic	ˀalqišr (bark, peel)	qilf-, qulāfat-	q i l f	(LA 9 347)	78	qilf-	^ q i l f - $
368	Geez	to peel, decorticate	ḳʷalafa	qʷˤ a l a f a	(CDG 427)	78	qˤʷalafa	^ qˤʷ a l a f a $
369	PS	belly, stomach	*kariŝ-	k a r i ɬ	(Kogan 2015:38)	82	kariɬ-	^ k a r i ɬ - $
370	Akkadian	stomach, belly, womb, body; mind, heart, desire; inner or lower side	karšu	k a r ʃ u	(CAD K 223, AHw. 450)	82	karʃu	^ k a r ʃ u $
371	Hebrew	belly	*kārēŝ	k aː r eː ɬ	(HALOT 500)	82	kaːreːɬ	^ k aː r eː ɬ $
372	Syriac	belly, stomach; womb, uterus	karsā	k a r s aː	(LSyr. 347, SL 655)	82	karsaː	^ k a r s aː $
373	Arabic	ventricle, stomach, belly, uterus; stomach (of animals, esp. ruminant)	kariš-, kirš-	k a r i ʃ	(BK 2 885, WKAS I 129)	82	kariʃ-	^ k a r i ʃ - $
374	Geez	belly, stomach, womb, abdomen; interior (of ship, ark, vessel)	karŝ	k a r ɬ	(CDG 294)	82	karɬ	^ k a r ɬ $
375	PS	fire	*ˀiš(-āt)-	ʔ i ʃ	(Fronzaroli 1965a: 138, 145, 149; Kogan 2011: 194–195; Kogan 2015: 39; HALOT 92, CDG 44)	85	ʔiʃ-	^ ʔ i ʃ - $
376	Akkadian	fire; abscess, inflammation	išātu	i ʃ aː t u	(CAD I 227, AHw. 392)	85	iʃaːtu	^ i ʃ aː t u $
377	Ugaritic	fire	ˀišt	ʔ i ʃ t	(DUL 119)	85	ʔiʃt	^ ʔ i ʃ t $
378	Hebrew	fire	ˀēš	ʔ eː ʃ	(HALOT 92)	85	ʔeːʃ	^ ʔ eː ʃ $
379	Geez	fire	ˀəsāt	ʔ ə s aː t	(CDG 44)	85	ʔəsaːt	^ ʔ ə s aː t $
380	PS	to be bright, to shine	*nwr	n w r	(Fronzaroli 1965a: 138, 144; Kogan 2011: 195; Kogan 2015: 39)	86	nwr	^ n w r $
381	Akkadian	to be bright, to shine	nawāru	n a w aː r u	(CAD N₁ 209, AHw. 768)	86	nawaːru	^ n a w aː r u $
382	Ugaritic	light	nr	n r	(DUL 642)	86	nr	^ n r $
383	Hebrew	light	nēr	n eː r	(HALOT 723)	86	neːr	^ n eː r $
384	Syriac	fire, conflagration	nūrā	n uː r aː	(LSyr. 421, SL 904)	86	nuːraː	^ n uː r aː $
385	Arabic	fire	nār-	n aː r	(Lane 2865)	86	naːr-	^ n aː r - $
386	Arabic	to be bright, to shine	nwr	n w r	(Lane 2864)	86	nwr	^ n w r $
387	PS	green	*wrḳ	w r qˤ	(Kogan 2015:39)	87	wrqˤ	^ w r qˤ $
388	Akkadian	yellow, green (as a natural color)	warḳu	w a r qˤ u	(CAD A₂ 300, AHw. 1471)	87	warqˤu	^ w a r qˤ u $
389	Ugaritic	yellow	yrḳ	y r qˤ	(DUL 982)	87	yrqˤ	^ y r qˤ $
390	Hebrew	green, greenery	yārōḳ	y aː r oː qˤ	(HALOT 437)	87	yaːroːqˤ	^ y aː r oː qˤ $
391	Hebrew	greenish, palegreen	yəraḳraḳ	y ə r a qˤ r a qˤ	(HALOT 441)	87	yəraqˤraqˤ	^ y ə r a qˤ r a qˤ $
392	Syriac	green, livid; herbs, vegetables; egg yolk	yurrāḳā	y u r r aː qˤ aː	(LSyr. 309, SL 570)	87	yurraːqˤaː	^ y u r r aː qˤ aː $
393	Arabic	ashcolored	ˀawraq-	ʔ a w r a q	(Lane 3052)	87	ʔawraq-	^ ʔ a w r a q - $
394	Arabic	leaf	waraq-	w a r a q	(Lane 3052)	87	waraq-	^ w a r a q - $
395	Arabic	silver coins	warq-, wariq-	w a r q	(Lane 3051)	87	warq-	^ w a r q - $
396	Geez	gold	warḳ	w a r qˤ	(CDG 618)	87	warqˤ	^ w a r qˤ $
397	PS	straw, grass	*ŝaˁr-	ɬ a ʕ r	(Kogan 2015: 40 n. 87, 199)	88	ɬaʕr-	^ ɬ a ʕ r - $
398	Geez	herb, grass, vegetation, straw	ŝāˁr	ɬ aː ʕ r	(CDG 525)	88	ɬaːʕr	^ ɬ aː ʕ r $
399	PS	to know	*wdˁ, *ydˁ	w d ʕ	(Kogan 2015:40)	90	wdʕ	^ w d ʕ $
400	Akkadian	to know	idû	i d û	(CAD I 20, AHw. 187)	90	idû	^ i d û $
401	Akkadian	knowing someone, expert, wise,competent, learned; acquaintance, person known	mūdû	m uː d û	(CAD M₂ 163)	90	muːdû	^ m uː d û $
402	Ugaritic	to know	ydˁ	y d ʕ	(DUL 954)	90	ydʕ	^ y d ʕ $
403	Hebrew	to know	ydˁ	y d ʕ	(HALOT 390)	90	ydʕ	^ y d ʕ $
404	Syriac	to know; to discern, recognize; to cohabit with	ˀdˁ	ʔ d ʕ	(LSyr. 296, SL 563)	90	ʔdʕ	^ ʔ d ʕ $
405	Syriac	to know	ydˁ	y d ʕ	(LSyr. 296, SL 563)	90	ydʕ	^ y d ʕ $
406	Geez	I do not know; perhaps, probably	ˀəndāˁi	ʔ ə n d aː ʕ i	(CDG 28)	90	ʔəndaːʕi	^ ʔ ə n d aː ʕ i $
407	Geez	to make know, inform	ˀaydəˁa	ʔ a y d ə ʕ a	(CDG 626)	90	ʔaydəʕa	^ ʔ a y d ə ʕ a $
408	PS	moon	*war(i)ḫ-	w a r x	(Fronzaroli 1965a: 137, 144, 149; Kogan 2011: 193; Kogan 2015: 41)	94	warx-	^ w a r x - $
409	Akkadian	moon, new moon; month	warḫu	w a r x u	(CAD A₂ 259, AHw. 1466)	94	warxu	^ w a r x u $
410	Ugaritic	moon	yrḫ	y r x	(DUL 979)	94	yrx	^ y r x $
411	Hebrew	moon	yārēaḥ	y aː r eː a ħ	(HALOT 438)	94	yaːreːaħ	^ y aː r eː a ħ $
412	Syriac	month	yarḥā	y a r ħ aː	(LSyr. 309, SL 584)	94	yarħaː	^ y a r ħ aː $
413	Geez	moon, month	warḫ	w a r x	(CDG 617)	94	warx	^ w a r x $
414	PS	moon	*ŝahr-	ɬ a h r	(Kogan 2015:41, note 96)	95	ɬahr-	^ ɬ a h r - $
415	Akkadian	(a characteristic such as brilliance)	šērtu	ʃ eː r t u	(CAD Š₂ 327)	95	ʃeːrtu	^ ʃ eː r t u $
416	Hebrew	little moons (as amulets or jewelry)	ŝahărōnīm	ɬ a h ă r oː n iː m	(HALOT 1311)	95	ɬahăroːniːm	^ ɬ a h ă r oː n iː m $
417	Syriac	moon	sahrā	s a h r aː	(LSyr. 462, SL 974)	95	sahraː	^ s a h r aː $
418	Arabic	the new moon, when it appears	šahr-	ʃ a h r	(Lane 1612)	95	ʃahr-	^ ʃ a h r - $
419	Geez	moon, first day of the month	ŝāhr	ɬ aː h r	(CDG 528)	95	ɬaːhr	^ ɬ aː h r $
420	PS	nose	*ˀanp-	ʔ a n p	(SED I No. 8, Kogan 2015:41)	96	ʔanp-	^ ʔ a n p - $
421	Akkadian	nose; tip, crown, end, rind, edge; spur of land	appu	a p p u	(CAD A₂ 184, AHw. 60)	96	appu	^ a p p u $
422	Ugaritic	nose	ˀap	ʔ a p	(DUL 88)	96	ʔap	^ ʔ a p $
423	Hebrew	nose	ˀap	ʔ a p	(HALOT 76)	96	ʔap	^ ʔ a p $
424	Arabic	nose	ˀanf-	ʔ a n f	(Lane 116)	96	ʔanf-	^ ʔ a n f - $
425	Geez	nose	ˀanf	ʔ a n f	(CDG 28)	96	ʔanf	^ ʔ a n f $
426	PS	root	*ŝVrš-	ɬ r ʃ	(Kogan 2015:42)	98	ɬ-rʃ-	^ ɬ - r ʃ - $
427	Akkadian	root, base, foundation	šuršu	ʃ u r ʃ u	(CAD Š₃ 363, AHw. 1286)	98	ʃurʃu	^ ʃ u r ʃ u $
428	Ugaritic	root	šrš	ʃ r ʃ	(DUL 845)	98	ʃrʃ	^ ʃ r ʃ $
429	Hebrew	root	šōräš	ʃ oː r æ ʃ	(HALOT 1659)	98	ʃoːræʃ	^ ʃ oː r æ ʃ $
430	Syriac	root	šeršā	ʃ e r ʃ aː	(LSyr. 810, SL 1613)	98	ʃerʃaː	^ ʃ e r ʃ aː $
431	Arabic	origin, source, root	šarḫ-	ʃ a r x	(Lane 1531)	98	ʃarx-	^ ʃ a r x - $
432	Arabic	small thorny trees	širs-	ʃ i r s	(Lane 1532)	98	ʃirs-	^ ʃ i r s - $
433	Arabic	small thorny tree	šaras-	ʃ a r a s	(Lane 1532)	98	ʃaras-	^ ʃ a r a s - $
434	Arabic	root	širš-	ʃ i r ʃ	(Dozy I 745)	98	ʃirʃ-	^ ʃ i r ʃ - $
435	Geez	root	ŝərw	ɬ ə r w	(CDG 535)	98	ɬərw	^ ɬ ə r w $
436	PS	stone	*ˀabn-	ʔ a b n	(Fronzaroli 1968: 271, 287, 298; Kogan 2011: 190; Kogan 2015: 42)	99	ʔabn-	^ ʔ a b n - $
437	Akkadian	stone	abnu	a b n u	(CAD A₁ 54, AHw. 6)	99	abnu	^ a b n u $
438	Ugaritic	stone	ˀabn	ʔ a b n	(DUL 9)	99	ʔabn	^ ʔ a b n $
439	Hebrew	stone	ˀäbän	ʔ æ b æ n	(HALOT 7)	99	ʔæbæn	^ ʔ æ b æ n $
440	Syriac	rock, stone, gem; small building	ˀabnā	ʔ a b n aː	(LSyr. 3, SL 4)	99	ʔabnaː	^ ʔ a b n aː $
441	Geez	stone	ˀəbn	ʔ ə b n	(CDG 4)	99	ʔəbn	^ ʔ ə b n $
442	PS	tree	*ˁiṣ̂-	ʕ i ɬˤ	(Fronzaroli 1969a: 276, 290, 299; Kogan 2011: 199; Kogan 2015: 43)	100	ʕiɬˤ-	^ ʕ i ɬˤ - $
443	Akkadian	tree; timber, lumber, wood; aromatic wood; wooded area	iṣu	i sˤ u	(CAD I 214, AHw. 390)	100	isˤu	^ i sˤ u $
444	Ugaritic	tree	ˁṣ	ʕ sˤ	(DUL 186)	100	ʕsˤ	^ ʕ sˤ $
445	Hebrew	tree	ˁēṣ	ʕ eː sˤ	(HALOT 63)	100	ʕeːsˤ	^ ʕ eː sˤ $
446	Arabic	small thorny trees	ˁiḍḍ-	ʕ i dˤ dˤ	(Lane 2070)	100	ʕidˤdˤ-	^ ʕ i dˤ dˤ - $
447	Geez	tree, shrub, bush; wood; stick, staff (of spear)	ˁəṣ̂	ʕ ə ɬˤ	(CDG 57)	100	ʕəɬˤ	^ ʕ ə ɬˤ $
448	PS	woman	*ˀanṯ-at-	ʔ a n θ a t	(Kogan 2015:44)	101	ʔanθ-at-	^ ʔ a n θ - a t - $
449	Akkadian	wife	aššatu	a ʃ ʃ a t u	(CAD A₂ 462, AHw. 83)	101	aʃʃatu	^ a ʃ ʃ a t u $
450	Ugaritic	woman	ˀaṯt	ʔ a θ t	(DUL 129)	101	ʔaθt	^ ʔ a θ t $
451	Hebrew	woman	ˀiššā	ʔ i ʃ ʃ aː	(HALOT 93)	101	ʔiʃʃaː	^ ʔ i ʃ ʃ aː $
452	Syriac	woman, wife	ˀatṯā	ʔ a t θ aː	(LSyr. 31, SL 66)	101	ʔatθaː	^ ʔ a t θ aː $
453	Arabic	female, feminine	ˀunṯā	ʔ u n θ aː	(Lane 112)	101	ʔunθaː	^ ʔ u n θ aː $
454	Geez	woman, wife, female	ˀanəst	ʔ a n ə s t	(CDG 32, LLA 771)	101	ʔanəst	^ ʔ a n ə s t $
455	PS	man; son; lord	*marˀ-	m a r ʔ	(Fronzaroli 1964: 28–29, 42; Kogan 2005c: 532; Kogan 2006a: 482; Kogan 2011: 233; Kogan 2015: 44, n. 111)	105	marʔ-	^ m a r ʔ - $
456	Akkadian	son	māru	m aː r u	(CAD M₁ 308, AHw. 614)	105	maːru	^ m aː r u $
457	Arabic	man	(ˀ)imruˀ-	i m r u ʔ	(Lane 2702)	105	imruʔ-	^ i m r u ʔ - $
458	Arabic	man	marˀ-	m a r ʔ	(Lane 2702)	105	marʔ-	^ m a r ʔ - $
459	Arabic	woman	ˀimraˀ-at-, marˀ-at-	ʔ i m r a ʔ a t	(Lane 2703)	105	ʔimraʔ-at-	^ ʔ i m r a ʔ - a t - $
460	PS	bird	*ṭayr-	tˤ a y r	(SED II No. 235)	107	tˤayr-	^ tˤ a y r - $
