NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
704	foot, leg	2098	FOOT OR LEG	noun
705	leg, foot	2098	FOOT OR LEG	noun
706	Fuß (foot)			
707	leg	1297	LEG	noun
708	foot; leg	1301	FOOT	noun
709	what	1236	WHAT	other
710	what; how, why?	1236	WHAT	other
711	breast	1402	BREAST	noun
712	chest	1592	CHEST	noun
713	breast, chest, bosom	1402	BREAST	noun
714	breast, chest	1592	CHEST	noun
715	in front of	1883	IN FRONT OF	other
716	cloud	1489	CLOUD	noun
717	clouds	1489	CLOUD	noun
718	cloud; name for mercury	1489	CLOUD	noun
719	to give	1447	GIVE	verb
720	to be long	1203	LONG	adjective
721	long, tall	1203	LONG	adjective
722	lenght			
723	long	1203	LONG	adjective
724	long, extending; longlasting	1203	LONG	adjective
725	tall, long	1203	LONG	adjective
726	lang (long)			
727	to keep in a place, to remain, to continue	987	REMAIN	verb
728	duration of time			
729	neck	1333	NECK	noun
730	neck, hump of camel; mountain ridge	1333	NECK	noun
731	neck, throat	1333	NECK	noun
732	side of the neck; bank of a river			
733	sand (?)	671	SAND	noun
734	sand	671	SAND	noun
735	black fetid mud; soft earth; hot ashes			
736	to be high, tall, long	1203	LONG	adjective
737	high, exalted	1265	HIGH	adjective
738	to be high	1265	HIGH	adjective
739	high	1265	HIGH	adjective
740	to be distant, remote, far off	1406	FAR	adjective
741	excess, redundance, superiority; small mountains			
742	height	2985	HEIGHT	noun
743	heights, the high, the highest	1265	HIGH	adjective
744	to be far, to be long	1406	FAR	adjective
745	high, tall, long	1203	LONG	adjective
746	to be circular, round, to roll	827	ROLL	verb
747	round	1395	ROUND	adjective
748	earring	770	EARRING	noun
749	to tie or wrap around, to roll around	1917	TIE	verb
750	celeritas (speed)			
751	to be quick, hasty	1631	FAST	adjective
752	a black insect that rolls along a little ball of dung			
753	to make an enclosure, to surround with a wall			
754	to pile up in a circle, to assemble	3638	ASSEMBLE (GET TOGETHER)	verb
755	to build a hedge or palisade			
756	to make hurry			
757	to hurry	754	HURRY	verb
758	to roll	827	ROLL	verb
759	to bear a kid before time (goat or another animal)			
760	1. round; 2. wellshaped, pretty	2410	GOOD-LOOKING	adjective
761	to say	1458	SAY	verb
762	order, demand	1128	ORDER	verb
763	to say; to think; to intend; to give orders	1458	SAY	verb
764	to say, tell	1458	SAY	verb
765	to say; to suppose, consider; to order	1458	SAY	verb
766	to say, speak	1458	SAY	verb
767	I. sagen (to say)			
768	to order, to command	1998	COMMAND	verb
769	ordonner (to order, direct)			
770	to command, to proclaim	1998	COMMAND	verb
771	to sit	1416	SIT	verb
772	to sit down physically; to reside and live somewhere			
773	to sit down, to sit	1416	SIT	verb
774	to sit down, to sit; to dwell	1416	SIT	verb
775	to sit; to remain; to inhabit; to settle	1416	SIT	verb
776	to sit, stay	1416	SIT	verb
777	I. sich setzen (to sit down)			
778	to jump	1829	JUMP	verb
779	to sit, to reside	1416	SIT	verb
780	être assis, résider dans (to sit, reside in)			
781	sanctum, seat, shrine	1476	CHAIR	noun
782	to take a wife, to marry	203	MARRY	verb
783	to swim	1439	SWIM	verb
784	to wash oneself, bathe	138	BATHE	verb
785	to wash o.s., bathe	138	BATHE	verb
786	to wash, perform ablutions	1453	WASH	verb
787	I. schwimmen (to swim)			
788	to walk	1443	WALK	verb
789	to go; to move; to proceed	695	GO	verb
790	to go	695	GO	verb
791	to go, walk	695	GO	verb
792	to go back, return; (pa.) to walk	581	COME BACK	verb
793	to perish, to become in a bad state; to die	1494	DIE	verb
794	to comply, to conform			
795	to exert oneself; to die	1494	DIE	verb
796	to toil, to get weary			
797	to be very tired and thirsty			
798	to perish	2865	DIE (FROM ACCIDENT)	verb
799	day	1225	DAY (NOT NIGHT)	noun
800	day, sun	1343	SUN	noun
801	Tag; Sonne (day; sun)	1343	SUN	noun
802	today	1283	TODAY	other
803	1. sun; 2. day			
804	wild beast, lion	1386	LION	noun
805	animal, wild animal, beast	619	ANIMAL	noun
806	female elephant			
807	chameleon	1555	CHAMELEON	noun
808	wild and ferocious beast (mostly applied to leopard)			
809	wild animal, beast; vermin, varmint	958	WILD ANIMAL	noun
810	beast, wild animal	958	WILD ANIMAL	noun
811	wild animal, beast	958	WILD ANIMAL	noun
812	lion	1386	LION	noun
813	lioness			
814	lion, lioness	1386	LION	noun
815	to be like, resemble	1777	RESEMBLE	verb
816	figure (of a man)	1945	IDOL	noun
817	to be like, similar	1558	SIMILAR	adjective
818	similarity; image, figure, form	1945	IDOL	noun
819	image, effigy			
820	uncertain outlines of a figure or of an object			
821	to be similar	1558	SIMILAR	adjective
822	equal amount, equivalent			
823	to be high, haughty, arrogant	1265	HIGH	adjective
824	arrogance			
825	to be high; to be arrogant	1265	HIGH	adjective
826	high, proud	174	PROUD	adjective
827	side and back of torso			
828	spine, back; loin; body	1291	BACK	noun
829	body, esp. back	1480	BODY	noun
830	body, trunk	1480	BODY	noun
831	back, body	1291	BACK	noun
832	side	682	SIDE	noun
833	body, trunk; thickness	1480	BODY	noun
834	flank, side, border	682	SIDE	noun
835	zu; bei (to; bei)			
836	side, half	816	HALF	noun
837	side, flank, rib, loins	801	RIB	noun
838	slope, hillside; side, flank	682	SIDE	noun
839	height of body, stature			
840	to steal	713	STEAL	verb
841	to steal, to hide	713	STEAL	verb
842	to steal; to act as a thief	713	STEAL	verb
843	storm cloud			
844	cloud, large storm cloud	1489	CLOUD	noun
845	thick darkness			
846	cloud, dark mist	1489	CLOUD	noun
847	to be darkened, to be eclipsed			
848	to be dark, black	163	BLACK	adjective
849	black, dark	163	BLACK	adjective
850	darkness	11	DARKNESS	noun
851	gloom			
852	to oppress, wrong; to accuse falsely	401	OPPRESS	verb
853	to act wrongfully, IV. to become dark			
854	black	163	BLACK	adjective
855	dark brown of complexion, color of a mule’s coat			
856	to be dark of complexion, dark brown of skin (between ḳäy [light brown] and ṭəḳur [black])’			
857	be dark, be black	163	BLACK	adjective
858	black (man, cattle, object)	1153	CATTLE	noun
859	noir			
860	to be dark, to be black	706	DARK	adjective
861	to go dark			
862	obscurcir (to darken)			
863	to break	680	BREAK (DESTROY OR GET DESTROYED)	verb
864	splinter			
865	damage fromb breaking off twigs of branches			
866	ˀalkasr (broken part; breaking)			
867	to snap; to break the neck	2558	BREAK (CLEAVE)	verb
868	to be angry	2223	BE ANGRY	verb
869	to be(come) angry	2223	BE ANGRY	verb
870	to reach	1387	ARRIVE	verb
871	to be sufficient, to be equal to, to amount to, (D) to make reach to			
872	to come	1446	COME	verb
873	to meet, to run into	1831	MEET	verb
874	to reach, to meet, to find	719	FIND	verb
875	to arrive, reach; to happen	1387	ARRIVE	verb
876	I. gelangen, ankommen; reif werden (to arrive, come; get ripe)	1446	COME	verb
877	to go, to proceed, to march; to reach a place	695	GO	verb
878	se trouver à un endroit (to occur in a place)			
879	to enter, to go through	749	ENTER	verb
880	to reach to			
881	to touch, to reach	1892	TOUCH	verb
882	bread, food	256	FOOD	noun
883	grain; bread; food	256	FOOD	noun
884	fat, oil	2551	ORGANIC FAT OR OIL	noun
885	oil, fat	323	FAT (ORGANIC SUBSTANCE)	noun
886	Sum. Ì.DU₁₀			
887	fat; vegetable oil	323	FAT (ORGANIC SUBSTANCE)	noun
888	oil	1484	OIL (ORGANIC SUBSTANCE)	noun
889	vegetable oil; fat	323	FAT (ORGANIC SUBSTANCE)	noun
890	to become fat			
891	fat, fatness	323	FAT (ORGANIC SUBSTANCE)	noun
892	Butter	1245	BUTTER	noun
893	(clarified) butter	1245	BUTTER	noun
894	to be pleasant, delightful			
895	to become plentiful and easy; to be good, pleasant	1035	GOOD	adjective
896	to be favorable, prosperous			
897	prospérité, succès (soul, person, self)	683	PERSON	noun
898	to be favorable, auspicious			
899	bounty, blessing			
900	soft, smooth	1234	SMOOTH	adjective
901	wellbeing			
902	to grant a favor			
903	to tear, to pierce, to bore	1501	BORE	verb
904	to deflower; to rape	953	RAPE	noun
905	to bore through			
906	to pierce, to make  a hole	398	PIERCE	verb
907	I. to pierce			
908	to pierce, to bore	1501	BORE	verb
909	to cut, to excavate	1432	CUT	verb
910	to bore a hole, to pierce	398	PIERCE	verb
911	to disjoin, to separate	1359	SEPARATE	verb
912	to seize and tear off, to pinch	378	PINCH	verb
913	to pierce, to perforate	398	PIERCE	verb
914	to be cracked			
915	to break, to snap	680	BREAK (DESTROY OR GET DESTROYED)	verb
916	feminine			
917	to sprout	2076	SPROUT (VERB)	verb
918	to sprout, grow, prosper, flourish	2076	SPROUT (VERB)	verb
919	to sprout, produce	2076	SPROUT (VERB)	verb
920	to shine, to sprout forth	708	SHINE	verb
921	handful			
922	hollow of the hand, handful			
923	hollow of hand, handful			
924	to whistle	1025	WHISTLE	verb
925	(aph.) to whistle, hiss; to whisper to; to play; to shine	1413	PLAY	verb
926	husband or man	1554	MAN	noun
927	husband	1200	HUSBAND	noun
928	man, human being, husband	1554	MAN	noun
929	men, persons	1554	MAN	noun
930	flier; bird	937	BIRD	noun
931	cock	1511	ROOSTER	noun
932	fowl, bird	937	BIRD	noun
933	lung	688	LUNG	noun
934	lungs	688	LUNG	noun
935	to be low	721	LOW	adjective
936	downwards	1326	DOWN	other
937	to bend down, stoop, plunge oneself			
938	to become low, go deep			
939	to humiliate			
940	(pl.) lower parts			
941	to lower, humble			
942	to be low, depressed	3973	DEPRESSED	adjective
943	plain	652	PLAIN	noun
944	to be low, sink	1088	SINK (DESCEND)	verb
945	sexual parts, lower parts of abdomen; lower part of skirt			
946	lowland, bottom, lower part	690	BOTTOM	noun
947	belly; stomach	819	STOMACH	noun
948	what is in the belly (entrails with excrement)			
949	to be high, to grow	479	GROW	verb
950	to grow (in size or age)	479	GROW	verb
951	to grow old			
952	thousand	1843	THOUSAND	numeral
953	big, old, oldest, senior (only masculine)	1202	BIG	adjective
954	to be victorious, to vanquish			
955	to break, to demolish; to make a gap	680	BREAK (DESTROY OR GET DESTROYED)	verb
956	to violate, to break, to frustrate	680	BREAK (DESTROY OR GET DESTROYED)	verb
957	gap, opening	2948	GAP (DISTANCE)	noun
958	porter			
959	gate, door	1567	DOOR	noun
960	gate, gatehouse	2940	GATE	noun
961	door, gate; court; chapter	1567	DOOR	noun
962	gap, opening, breach; a frontierway of access to a country; the part of a country from which the invasion of the enemy is feared	2948	GAP (DISTANCE)	noun
963	to be able to; to prevail	972	BE ABLE	verb
964	to (en)trust, to rely	3902	TRUST (SOMEBODY)	verb
965	to trust	3902	TRUST (SOMEBODY)	verb
966	overseer (person in charge of a group of soldiers, workers or craftsmen)			
967	to trust, to rely	3902	TRUST (SOMEBODY)	verb
968	ap. to support, to assure			
969	to believe, to be sure	1890	BELIEVE	verb
970	II. to appoint as one’s deputy			
971	to entrust			
972	fidere, confidere (to trust, believe, confide)	1890	BELIEVE	verb
973	confisus, fretus (relying, depending, trusting)			
974	to appoint, to entrust			
975	to avail, to be of use, profit; to aid, to help	1897	HELP	verb
976	to represent, to appoint as agent, deputy			
977	to entrust with			
978	to trust with, to entrust			
979	to appoint as a representative			
980	to burn	2102	BURN	verb
981	sea	1474	SEA	noun
982	lake, sea	624	LAKE	noun
983	sea, lake, swamp, marsh	624	LAKE	noun
984	tihāmat (sea)			
985	sea, ocean, lake	624	LAKE	noun
986	primordial ocean, abyss			
987	primaeval ocean, primaeval flood; flood, deluge	613	HIGH TIDE	noun
988	wave; sea; abyss	1474	SEA	noun
989	a certain land ... extending to the sea (Tihámeh)			
990	coldness; cold	1287	COLD	adjective
991	to go cold			
992	IV. to bring			
993	dry; stale	1398	DRY	adjective
994	eggs (coll.)			
995	(hen's) egg	744	EGG	noun
996	animal fat			
997	fat; corpulence	323	FAT (ORGANIC SUBSTANCE)	noun
998	fat on meat, which is a delicacy			
999	fire; hellfire	221	FIRE	noun
1000	to be full (of forearm, vessel); to be fullformed, thick (of  woman)	1429	FULL	adjective
1001	to give; to lend	1447	GIVE	verb
1002	to lend	582	LEND	verb
1003	to be green	1425	GREEN	adjective
1004	green; yellow	1424	YELLOW	adjective
1005	to kill, murder	1417	KILL	verb
1006	1. man; 2. husband; 3. someone			
1007	1. boy; 2. son			
1008	1. girl; 2. daughter			
1009	1. woman; 2. wife			
1010	to be true, trustworthy; to have trust	1657	TRUE	adjective
1011	truth	1638	TRUTH	noun
1012	(nip.) to be reliable, faithful; (hip.) to have trust, to believe	1890	BELIEVE	verb
1013	(ettap.) to continue; to stay	987	REMAIN	verb
1014	constant, assiduous, continuous			
1015	to be safe, secure	3762	SAFE	adjective
1016	to be secure			
1017	protéger (to protect)			
1018	to protect, to secure	2900	PROTECT	verb
1019	to believe, to trust	1890	BELIEVE	verb
1020	to believe	1890	BELIEVE	verb
1021	to believe, have faith; to trust	1890	BELIEVE	verb
1022	believe	1890	BELIEVE	verb
1023	believe, trust	1890	BELIEVE	verb
1024	to tell the truth			
1025	to serve (?), to work, to make	734	MAKE	verb
1026	to work (a field), to cultivate, to produce	1541	CULTIVATE	verb
1027	to work, to toil	1086	WORK (ACTIVITY)	verb
1028	to till	3273	TILL	verb
1029	to make, to do	2575	DO OR MAKE	verb
1030	to do; to make	813	DO	verb
1031	to work; to make, do, produce, complete	734	MAKE	verb
1032	to serve, worship, adore	3648	SERVE (SOMEONE)	verb
1033	to make, manufacture; to work	734	MAKE	verb
1034	to do, make	2575	DO OR MAKE	verb
1035	wages, reward	1122	WAGES	noun
1036	work; wage; possessions	1086	WORK (ACTIVITY)	verb
1037	day laborer, worker	2977	WORKER	noun
1038	to work	1086	WORK (ACTIVITY)	verb
1039	work	1086	WORK (ACTIVITY)	verb
1040	laborer, workman			
1041	to make	734	MAKE	verb
1042	to weave; to do mischief, to invent (lies)	133	WEAVE	verb
1043	to hurt someone			
1044	to make; to do	813	DO	verb
1045	to make, to process, to work	734	MAKE	verb
1046	to root up			
1047	descendant	490	DESCENDANTS	noun
1048	descendance			
1049	root; main part	670	ROOT	noun
1050	root; essential portion	670	ROOT	noun
1051	root; drug, medicinal plant; foot; principle	670	ROOT	noun
1052	Wurzel (root)			
1053	what is used medically (plants and their roots)			
1054	drug; medicine	1372	MEDICINE	noun
1055	(jugular) vein, trachea	1924	VEIN	noun
1056	gullet			
1057	trachea, larynx, throat	1346	THROAT	noun
1058	the large blood vessel, jugular vein			
1059	artery, vein; stem, trunk	1924	VEIN	noun
1060	Ader, Halsader, Nervenstrang am Hinterhals, dessen Verletzung schädlich (vein, jugular vein, nerve cord on the back of the neck, damage to which is harmful)			
1061	veine; veine jugulaire (de chaque côté du cou) (vein; jugular vein (on either side of the neck)			
1062	throat	1346	THROAT	noun
1063	go	695	GO	verb
1064	to go, travel	695	GO	verb
1065	to go, move on	695	GO	verb
1066	gehen (go)			
1067	to shake; to move; to jump	1829	JUMP	verb
1068	to disappear; to cease to exist	485	DISAPPEAR	verb
1069	to slip; to move away	1324	SLIP	verb
1070	to put in the state of agitation			
1071	to go away; to depart; to pass away; to shift	1752	LEAVE	verb
1072	to move; be shaken; to swing; to be agitated	765	MOVE	verb
1073	to spring; to jump	1829	JUMP	verb
1074	to jump; to leap	1829	JUMP	verb
1075	to jump over an obstacle			
1076	to jump; to leap; to start to fly	1829	JUMP	verb
1077	to insert; to immerse	3071	INSERT	verb
1078	to insert; to plunge	3071	INSERT	verb
1079	to insert	3071	INSERT	verb
1080	to enter	749	ENTER	verb
1081	to enter; to cause to enter	749	ENTER	verb
1082	dye, colour cloth or straw (often red)	157	DYE	verb
1083	to dye, to  dip in paint	157	DYE	verb
1084	to dye or color cloth or straw	157	DYE	verb
1085	to go in; to enter	749	ENTER	verb
1086	to enter; to bring in	749	ENTER	verb
1087	eintreten (to enter)			
1088	young, strong man	1207	YOUNG	adjective
1089	man; person	1554	MAN	noun
1090	man, husband	2646	HUSBAND OR MALE PERSON	noun
1091	Mann; Ehemann (man; husband)	1200	HUSBAND	noun
1092	Mann, Ehemann (husband)			
1093	king; slave; servant; man; young man	1554	MAN	noun
1094	man, person	1554	MAN	noun
1095	people	789	PEOPLE	noun
1096	mankind			
1097	people, mankind	789	PEOPLE	noun
1098	someone	2422	SOMEONE	other
1099	man, person; people, mankind	1554	MAN	noun
1100	Mensch (human)			
1101	man, male, husband, warrior	1554	MAN	noun
1102	man, male, warrior	1554	MAN	noun
1103	personne de sexe masculin (male person, man)	1554	MAN	noun
1104	person, someone, one, each; friend, companion	1493	ONE	numeral
1105	man, someone, one	1493	ONE	numeral
1106	(front part of) body; chest, belly; interior	1251	BELLY	noun
1107	figure, shape	3747	SHAPE	noun
1108	body, corpse	1480	BODY	noun
1109	belly, innermost	1251	BELLY	noun
1110	euph. for male sexual organ			
1111	intestina, viscera			
1112	body, entrails	1480	BODY	noun
1113	inside; interior	1606	INSIDE	other
1114	to have a breast disease			
1115	partie intérieure d’une construction (interior part of a construction)			
1116	area between the thighs, lap	3263	LAP	noun
1117	to; at; near	1942	NEAR	adjective
1118	breast, udder, nipple	1402	BREAST	noun
1119	area between the thighs, lap; space between the body and one's garments	3263	LAP	noun
1120	cheast, breast	1402	BREAST	noun
1121	chest, breast	1402	BREAST	noun
1122	interior	1606	INSIDE	other
1123	interior; inner part	1606	INSIDE	other
1124	inside; on; in	1460	IN	other
1125	inner (part)			
1126	inner part of the body, stomach	819	STOMACH	noun
1127	inside, interior	1606	INSIDE	other
1128	Bauch; Inneres			
1129	to be strong	785	STRONG	adjective
1130	fortification; stronghold			
1131	to take possesion of; occupy			
1132	hard; strong	1884	HARD	adjective
1133	(aph.) to bequeth, to take possession			
1134	to be steadfast, sure, reliable	509	CERTAIN	adjective
1135	to be firm in place, to remain stationary, to be reliable, correct	1725	CORRECT (RIGHT)	adjective
1136	yes	1268	YES	other
1137	correct, right, certain	1019	RIGHT	adjective
1138	to be numerous	1198	MANY	other
1139	much, many, a lot of	1198	MANY	other
1140	many	1198	MANY	other
1141	to fumigate			
1142	smoke	778	SMOKE (EXHAUST)	noun
1143	to make a sacrifice, to go up in smoke			
1144	to exhale a scent; to smoke	1689	SMOKE (INHALE)	verb
1145	aloewood with which one fumigates			
1146	incensealtar			
1147	mountain	639	MOUNTAIN	noun
1148	cliff, rock	992	CLIFF	noun
1149	rock	668	ROCK	noun
1150	mountain, hill	2118	MOUNTAIN OR HILL	noun
1151	mountain, mountain range	639	MOUNTAIN	noun
1152	to see, to look, to observe	1409	SEE	verb
1153	to see, behold	1409	SEE	verb
1154	to see; to perceive	1409	SEE	verb
1155	to see, look at	1409	SEE	verb
1156	to see, look	1409	SEE	verb
1157	sehen; finden (to see; to find)	719	FIND	verb
1158	I. sehen; finden (to see; find)	719	FIND	verb
1159	to divine from the flight of birds			
1160	to look, to watch something	1819	LOOK	verb
